pair_type,video_id,frame_a,frame_b,image_id_a,image_id_b,gt_track_id_a,gt_track_id_b,team_a,team_b,role_a,role_b,bbox_a,bbox_b,image_path_a,image_path_b,cosine_distance,euclidean_distance,strongsort_distance,crop_a,crop_b,pair_image
same_id,SNGS-026,267,633,2026000268,2026000634,6,6,left,left,player,player,"152.000,271.000,62.000,91.000","0.000,485.000,11.000,17.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-026/img1/000268.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-026/img1/000634.jpg,0.8031101822853088,3.3516337871551514,0.6336837410926819,research/reid_identity_separability/bad_cases/largest_same_01_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_01_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_01_pair.jpg
same_id,SNGS-038,315,652,2038000316,2038000653,3,3,left,left,player,player,"428.000,597.000,43.000,121.000","0.000,838.000,8.000,7.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-038/img1/000316.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-038/img1/000653.jpg,0.7991511821746826,3.7967238426208496,0.63211989402771,research/reid_identity_separability/bad_cases/largest_same_02_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_02_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_02_pair.jpg
same_id,SNGS-038,652,670,2038000653,2038000671,3,3,left,left,player,player,"0.000,838.000,8.000,7.000","8.000,703.000,66.000,146.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-038/img1/000653.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-038/img1/000671.jpg,0.7862094044685364,3.3119451999664307,0.6269806623458862,research/reid_identity_separability/bad_cases/largest_same_03_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_03_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_03_pair.jpg
same_id,SNGS-083,302,670,2083000303,2083000671,9,9,left,left,player,player,"1909.000,608.000,10.000,9.000","1243.000,502.000,23.000,53.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-083/img1/000303.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-083/img1/000671.jpg,0.7849413156509399,3.7000231742858887,0.6264747977256775,research/reid_identity_separability/bad_cases/largest_same_04_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_04_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_04_pair.jpg
same_id,SNGS-026,266,633,2026000267,2026000634,6,6,left,left,player,player,"163.000,273.000,63.000,91.000","0.000,485.000,11.000,17.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-026/img1/000267.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-026/img1/000634.jpg,0.7742199897766113,3.243589162826538,0.6221816539764404,research/reid_identity_separability/bad_cases/largest_same_05_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_05_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_05_pair.jpg
same_id,SNGS-026,250,633,2026000251,2026000634,6,6,left,left,player,player,"396.000,285.000,63.000,90.000","0.000,485.000,11.000,17.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-026/img1/000251.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-026/img1/000634.jpg,0.7728514671325684,3.3612608909606934,0.6216315031051636,research/reid_identity_separability/bad_cases/largest_same_06_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_06_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_06_pair.jpg
same_id,SNGS-045,247,557,2045000248,2045000558,12,12,right,right,player,player,"1611.000,561.000,53.000,93.000","1870.000,603.000,49.000,97.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000248.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000558.jpg,0.7728155851364136,3.840330123901367,0.6216170787811279,research/reid_identity_separability/bad_cases/largest_same_07_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_07_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_07_pair.jpg
same_id,SNGS-087,19,702,2087000020,2087000703,4,4,left,left,player,player,"589.000,517.000,63.000,114.000","1908.000,559.000,11.000,9.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-087/img1/000020.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-087/img1/000703.jpg,0.768758237361908,3.460771322250366,0.6199831366539001,research/reid_identity_separability/bad_cases/largest_same_08_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_08_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_08_pair.jpg
same_id,SNGS-045,242,425,2045000243,2045000426,12,12,right,right,player,player,"1671.000,562.000,50.000,92.000","529.000,610.000,42.000,97.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000243.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000426.jpg,0.7645353674888611,3.6290810108184814,0.6182780265808105,research/reid_identity_separability/bad_cases/largest_same_09_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_09_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_09_pair.jpg
same_id,SNGS-045,239,536,2045000240,2045000537,12,12,right,right,player,player,"1696.000,563.000,56.000,92.000","1623.000,532.000,64.000,93.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000240.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000537.jpg,0.7640582919120789,3.337376832962036,0.6180850267410278,research/reid_identity_separability/bad_cases/largest_same_10_crop_a.jpg,research/reid_identity_separability/bad_cases/largest_same_10_crop_b.jpg,research/reid_identity_separability/bad_cases/largest_same_10_pair.jpg
