pair_type,video_id,frame_a,frame_b,image_id_a,image_id_b,gt_track_id_a,gt_track_id_b,team_a,team_b,role_a,role_b,bbox_a,bbox_b,image_path_a,image_path_b,cosine_distance,euclidean_distance,strongsort_distance,crop_a,crop_b,pair_image
different_id_same_team,SNGS-046,316,363,2046000317,2046000364,9,6,left,left,player,player,"1388.000,212.000,32.000,65.000","1210.000,373.000,44.000,73.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-046/img1/000317.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-046/img1/000364.jpg,0.014303267002105713,0.5909042358398438,0.08456741273403168,research/reid_identity_separability/bad_cases/confusing_different_01_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_01_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_01_pair.jpg
different_id_same_team,SNGS-051,133,384,2051000134,2051000385,3,21,right,right,player,player,"86.000,869.000,49.000,107.000","551.000,769.000,37.000,101.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-051/img1/000134.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-051/img1/000385.jpg,0.018287181854248047,0.6174865961074829,0.09562240540981293,research/reid_identity_separability/bad_cases/confusing_different_02_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_02_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_02_pair.jpg
different_id_same_team,SNGS-045,322,410,2045000323,2045000411,19,15,left,left,player,player,"1011.000,957.000,57.000,122.000","982.000,734.000,42.000,117.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000323.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000411.jpg,0.019351840019226074,0.6865866780281067,0.09836655855178833,research/reid_identity_separability/bad_cases/confusing_different_03_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_03_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_03_pair.jpg
different_id_same_team,SNGS-048,147,543,2048000148,2048000544,18,22,left,left,player,player,"558.000,648.000,24.000,75.000","174.000,829.000,49.000,127.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-048/img1/000148.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-048/img1/000544.jpg,0.020600080490112305,0.6399335265159607,0.10148919373750687,research/reid_identity_separability/bad_cases/confusing_different_04_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_04_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_04_pair.jpg
different_id_same_team,SNGS-048,234,245,2048000235,2048000246,4,18,left,left,player,player,"1293.000,612.000,36.000,73.000","699.000,721.000,47.000,91.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-048/img1/000235.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-048/img1/000246.jpg,0.021237611770629883,0.642133355140686,0.10304756462574005,research/reid_identity_separability/bad_cases/confusing_different_05_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_05_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_05_pair.jpg
different_id_same_team,SNGS-051,102,417,2051000103,2051000418,3,21,right,right,player,player,"130.000,874.000,44.000,105.000","460.000,801.000,39.000,112.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-051/img1/000103.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-051/img1/000418.jpg,0.02170497179031372,0.6422491669654846,0.10417526215314865,research/reid_identity_separability/bad_cases/confusing_different_06_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_06_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_06_pair.jpg
different_id_same_team,SNGS-045,304,305,2045000305,2045000306,7,19,left,left,player,player,"649.000,897.000,48.000,134.000","1263.000,931.000,57.000,122.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000305.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-045/img1/000306.jpg,0.022862613201141357,0.7565931081771851,0.10691748559474945,research/reid_identity_separability/bad_cases/confusing_different_07_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_07_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_07_pair.jpg
different_id_same_team,SNGS-037,18,62,2037000019,2037000063,12,11,left,left,player,player,"395.000,484.000,69.000,117.000","929.000,542.000,59.000,137.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-037/img1/000019.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-037/img1/000063.jpg,0.02363675832748413,0.7387487292289734,0.10871254652738571,research/reid_identity_separability/bad_cases/confusing_different_08_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_08_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_08_pair.jpg
different_id_same_team,SNGS-036,457,475,2036000458,2036000476,5,2,left,left,player,player,"1426.000,465.000,46.000,100.000","1499.000,531.000,47.000,133.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-036/img1/000458.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-036/img1/000476.jpg,0.02379906177520752,0.7419347763061523,0.1090850681066513,research/reid_identity_separability/bad_cases/confusing_different_09_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_09_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_09_pair.jpg
different_id_same_team,SNGS-044,438,488,2044000439,2044000489,3,20,left,left,player,player,"253.000,684.000,46.000,118.000","1032.000,714.000,52.000,116.000",/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-044/img1/000439.jpg,/remote-home/haolinyang/datasets/SN-GSR-2024/SoccerNetGS/valid/SNGS-044/img1/000489.jpg,0.02389669418334961,0.7226923704147339,0.10930819809436798,research/reid_identity_separability/bad_cases/confusing_different_10_crop_a.jpg,research/reid_identity_separability/bad_cases/confusing_different_10_crop_b.jpg,research/reid_identity_separability/bad_cases/confusing_different_10_pair.jpg
